id,name,description,network_type,total_length,created_at,updated_at,project_id
1,"McMaster University Thermal Network Hamilton, Ontario, Canada Thermal Network",Automatically generated network,district_heating,,2025-07-10 00:31:35.196119,2025-07-10 00:31:35.204392,1
